Date,Close
2018-07-17,126.84384155273438
2018-07-18,122.87879180908203
2018-07-19,123.74732971191406
2018-07-20,122.4634017944336
2018-07-23,124.2760009765625
2018-07-24,126.05082702636719
2018-07-25,126.08858489990234
2018-07-26,125.14454650878906
2018-07-27,128.01446533203125
2018-07-30,128.73196411132812
2018-07-31,127.4858169555664
2018-08-01,127.59909057617188
2018-08-02,127.41027069091797
2018-08-03,127.6368408203125
2018-08-06,129.03407287597656
2018-08-07,126.99488067626953
2018-08-08,126.12635803222656
2018-08-09,126.08858489990234
2018-08-10,126.69280242919922
2018-08-13,124.5781021118164
2018-08-14,129.97813415527344
2018-08-16,138.9278106689453
2018-08-17,141.38235473632812
2018-08-20,139.45648193359375
2018-08-21,139.00332641601562
2018-08-23,134.01869201660156
2018-08-24,131.79071044921875
2018-08-27,131.75294494628906
2018-08-28,134.8494873046875
2018-08-29,133.2256622314453
2018-08-30,135.0005340576172
2018-08-31,134.2830352783203
2018-09-03,136.284423828125
2018-09-04,135.0005340576172
2018-09-05,133.11241149902344
2018-09-06,132.62149047851562
2018-09-07,132.5459747314453
2018-09-10,129.33615112304688
2018-09-11,125.59768676757812
2018-09-12,125.29558563232422
2018-09-14,122.72773742675781
2018-09-17,122.1990737915039
2018-09-18,121.67040252685547
2018-09-19,121.59487915039062
2018-09-21,122.72773742675781
2018-09-24,120.38646697998047
2018-09-25,117.40324401855469
2018-09-26,120.42423248291016
2018-09-27,117.70535278320312
2018-09-28,117.74310302734375
2018-10-01,114.34449768066406
2018-10-03,117.40324401855469
2018-10-04,120.23542022705078
2018-10-05,121.29278564453125
2018-10-08,119.4424057006836
2018-10-09,117.81864166259766
2018-10-10,117.4410171508789
2018-10-11,120.613037109375
2018-10-12,120.46200561523438
2018-10-15,123.63404846191406
2018-10-16,125.3711166381836
2018-10-17,127.78789520263672
2018-10-19,126.80608367919922
2018-10-22,118.61165618896484
2018-10-23,119.55570220947266
2018-10-24,120.34871673583984
2018-10-25,118.95150756835938
2018-10-26,120.04661560058594
2018-10-29,120.53753662109375
2018-10-30,118.53611755371094
2018-10-31,120.00884246826172
2018-11-01,118.83821868896484
2018-11-02,117.74310302734375
2018-11-05,120.23542022705078
2018-11-06,118.30953979492188
2018-11-07,117.25220489501953
2018-11-09,120.42423248291016
2018-11-12,120.613037109375
2018-11-13,120.42423248291016
2018-11-14,118.80046081542969
2018-11-15,117.96968841552734
2018-11-16,119.29136657714844
2018-11-19,117.66758728027344
2018-11-20,113.96686553955078
2018-11-21,113.09832763671875
2018-11-22,110.00181579589844
2018-11-26,109.73749542236328
2018-11-27,107.01859283447266
2018-11-28,106.98081970214844
2018-11-29,108.75566864013672
2018-11-30,115.55288696289062
2018-12-03,113.89134979248047
2018-12-04,113.70254516601562
2018-12-05,111.5500717163086
2018-12-06,111.7388916015625
2018-12-07,114.64659881591797
2018-12-10,111.28575134277344
2018-12-11,113.77806091308594
2018-12-12,114.19345092773438
2018-12-13,113.51371765136719
2018-12-14,113.43819427490234
2018-12-17,114.49554443359375
2018-12-18,113.13610076904297
2018-12-19,117.06339263916016
2018-12-20,114.98645782470703
2018-12-21,111.0969467163086
2018-12-24,111.96546936035156
2018-12-26,113.09832763671875
2018-12-27,112.26756286621094
2018-12-28,114.83541107177734
2018-12-31,117.28996276855469
2019-01-01,122.01026916503906
2019-01-02,120.83963012695312
2019-01-03,120.83963012695312
2019-01-04,121.33053588867188
2019-01-07,124.38928985595703
2019-01-08,120.80186462402344
2019-01-09,124.42704772949219
2019-01-10,121.78368377685547
2019-01-11,124.72915649414062
2019-01-14,122.42564392089844
2019-01-15,124.04943084716797
2019-01-16,124.5781021118164
2019-01-17,123.86060333251953
2019-01-18,123.36970520019531
2019-01-21,124.2760009765625
2019-01-22,121.36830139160156
2019-01-23,124.16271209716797
2019-01-24,120.49977111816406
2019-01-25,123.52075958251953
2019-01-28,115.93051147460938
2019-01-29,117.85639953613281
2019-01-30,115.51513671875
2019-01-31,117.06339263916016
2019-02-01,117.06339263916016
2019-02-04,116.3836669921875
2019-02-05,116.3836669921875
2019-02-06,117.89415740966797
2019-02-07,118.53611755371094
2019-02-08,117.02562713623047
2019-02-11,119.2158432006836
2019-02-12,117.21443939208984
2019-02-14,113.5514907836914
2019-02-15,114.94869995117188
2019-02-18,116.30813598632812
2019-02-19,119.48017120361328
2019-02-20,115.59066009521484
2019-02-21,114.91092681884766
2019-02-22,114.68436431884766
2019-02-25,116.91233825683594
2019-02-26,116.87457275390625
2019-02-27,117.4410171508789
2019-02-28,118.1962661743164
2019-03-01,118.68716430664062
2019-03-05,115.47737121582031
2019-03-06,118.49835968017578
2019-03-07,118.57388305664062
2019-03-08,116.57247161865234
2019-03-11,116.64799499511719
2019-03-12,116.83680725097656
2019-03-13,117.02562713623047
2019-03-14,118.91374206542969
2019-03-15,117.06339263916016
2019-03-18,117.62982177734375
2019-03-19,117.06339263916016
2019-03-20,117.06339263916016
2019-03-22,119.97109985351562
2019-03-25,120.83963012695312
2019-03-26,118.2340316772461
2019-03-27,117.89415740966797
2019-03-28,116.6857681274414
2019-04-01,116.34589385986328
2019-04-02,116.7990493774414
2019-04-03,116.98785400390625
2019-04-04,115.0619888305664
2019-04-05,114.60883331298828
2019-04-08,116.7990493774414
2019-04-09,115.43961334228516
2019-04-10,116.72352600097656
2019-04-11,116.30813598632812
2019-04-12,115.13750457763672
2019-04-15,114.64659881591797
2019-04-16,115.09974670410156
2019-04-18,115.17526245117188
2019-04-22,113.32490539550781
2019-04-23,113.17387390136719
2019-04-24,112.72071838378906
2019-04-25,112.26756286621094
2019-04-26,110.49272918701172
2019-04-30,110.83259582519531
2019-05-02,110.15287780761719
2019-05-03,108.30250549316406
2019-05-06,106.60321044921875
2019-05-07,107.6605453491211
2019-05-08,108.56685638427734
2019-05-09,106.60321044921875
2019-05-10,106.07453918457031
2019-05-13,102.60040283203125
2019-05-14,100.44793701171875
2019-05-15,95.42554473876953
2019-05-16,100.56121826171875
2019-05-17,96.67169952392578
2019-05-20,99.3150634765625
2019-05-21,97.50247192382812
2019-05-22,99.76822662353516
2019-05-23,97.61576080322266
2019-05-24,101.95843505859375
2019-05-27,104.03536224365234
2019-05-28,110.98363494873047
2019-05-29,114.68436431884766
2019-05-30,116.49695587158203
2019-05-31,113.09832763671875
2019-06-03,109.85076141357422
2019-06-04,108.49132537841797
2019-06-06,106.22557830810547
2019-06-07,105.09271240234375
2019-06-10,99.08848571777344
2019-06-11,106.56544494628906
2019-06-12,104.4129867553711
2019-06-13,102.44933319091797
2019-06-14,101.65634155273438
2019-06-17,106.5276870727539
2019-06-18,101.46753692626953
2019-06-19,103.69549560546875
2019-06-20,103.28012084960938
2019-06-21,101.73185729980469
2019-06-24,100.9388427734375
2019-06-25,102.52487182617188
2019-06-26,90.70524597167969
2019-06-27,95.6143569946289
2019-06-28,94.9723892211914
2019-07-01,94.82133483886719
2019-07-02,94.48148345947266
2019-07-03,96.5206527709961
2019-07-04,96.14302825927734
2019-07-05,92.81993103027344
2019-07-08,88.96817016601562
2019-07-09,87.15558624267578
2019-07-10,88.47726440429688
2019-07-11,91.04511260986328
2019-07-12,92.59336853027344
2019-07-15,92.21574401855469
2019-07-16,95.46331024169922
2019-07-17,95.08567810058594
2019-07-18,95.27449035644531
2019-07-19,95.50106048583984
2019-07-22,91.95140838623047
2019-07-23,94.40595245361328
2019-07-24,92.14021301269531
2019-07-25,92.89546203613281
2019-07-26,95.38777923583984
2019-07-29,93.15979766845703
2019-07-30,93.00875091552734
2019-07-31,93.27308654785156
2019-08-01,91.95140838623047
2019-08-02,94.44371795654297
2019-08-05,92.21574401855469
2019-08-06,91.5360107421875
2019-08-07,85.22969818115234
2019-08-08,89.11922454833984
2019-08-09,91.95140838623047
2019-08-13,92.21574401855469
2019-08-14,91.72482299804688
2019-08-16,92.78218078613281
2019-08-19,91.19615936279297
2019-08-20,92.177978515625
2019-08-21,89.30803680419922
2019-08-22,87.0800552368164
2019-08-23,89.87448120117188
2019-08-26,89.30803680419922
2019-08-27,88.2884521484375
2019-08-28,88.77935791015625
2019-08-29,88.32620239257812
2019-08-30,89.23251342773438
2019-09-03,89.9122314453125
2019-09-04,88.21292877197266
2019-09-05,88.09964752197266
2019-09-06,89.72341918945312
2019-09-09,89.043701171875
2019-09-11,90.44091033935547
2019-09-12,91.46047973632812
2019-09-13,91.5360107421875
2019-09-16,95.27449035644531
2019-09-17,96.86051177978516
2019-09-18,93.19755554199219
2019-09-19,90.66748809814453
2019-09-20,93.15979766845703
2019-09-23,94.06610870361328
2019-09-24,92.70664978027344
2019-09-25,93.53742980957031
2019-09-26,91.72482299804688
2019-09-27,90.74300384521484
2019-09-30,89.15699005126953
2019-10-01,87.57096862792969
2019-10-03,90.47867584228516
2019-10-04,90.62972259521484
2019-10-07,87.7220230102539
2019-10-09,88.4017333984375
2019-10-10,89.08145904541016
2019-10-11,89.11922454833984
2019-10-14,88.74160766601562
2019-10-15,90.02552032470703
2019-10-16,90.55419158935547
2019-10-17,88.43949127197266
2019-10-18,89.27027130126953
2019-10-22,94.40595245361328
2019-10-23,94.40595245361328
2019-10-24,94.3681869506836
2019-10-25,94.82133483886719
2019-10-27,94.70805358886719
2019-10-29,96.29407501220703
2019-10-30,96.29407501220703
2019-10-31,101.99620819091797
2019-11-01,106.90531158447266
2019-11-04,107.58502960205078
2019-11-05,106.33887481689453
2019-11-06,104.67733001708984
2019-11-07,106.45215606689453
2019-11-08,109.32210540771484
2019-11-11,109.54867553710938
2019-11-13,110.22838592529297
2019-11-14,115.43961334228516
2019-11-15,112.68294525146484
2019-11-18,114.72212219238281
2019-11-19,115.51513671875
2019-11-20,112.75848388671875
2019-11-21,109.73749542236328
2019-11-22,109.47314453125
2019-11-25,109.92630767822266
2019-11-26,113.4759521484375
2019-11-27,114.72212219238281
2019-11-28,116.23260498046875
2019-11-29,121.14170837402344
2019-12-02,118.68716430664062
2019-12-03,117.365478515625
2019-12-04,117.138916015625
2019-12-05,118.0074462890625
2019-12-06,117.28996276855469
2019-12-09,115.93051147460938
2019-12-10,112.75848388671875
2019-12-11,112.64519500732422
2019-12-12,114.11792755126953
2019-12-13,115.13750457763672
2019-12-16,117.85639953613281
2019-12-17,118.2340316772461
2019-12-18,121.89696502685547
2019-12-19,119.36688995361328
2019-12-20,119.1780776977539
2019-12-23,119.66898345947266
2019-12-24,117.89415740966797
2019-12-26,116.7990493774414
2019-12-27,116.6102294921875
2019-12-30,118.12073516845703
2019-12-31,121.40605926513672
2020-01-01,122.87879180908203
2020-01-02,121.63265228271484
2020-01-03,123.93614959716797
2020-01-06,125.22006225585938
2020-01-07,124.04943084716797
2020-01-08,120.9529037475586
2020-01-09,125.03125
2020-01-10,120.83963012695312
2020-01-13,120.57528686523438
2020-01-14,120.65081024169922
2020-01-15,121.02843475341797
2020-01-16,121.59487915039062
2020-01-17,121.59487915039062
2020-01-20,122.95431518554688
2020-01-21,123.59627532958984
2020-01-22,124.23823547363281
2020-01-23,124.23823547363281
2020-01-24,124.08719635009766
2020-01-27,127.03264617919922
2020-01-28,123.7095718383789
2020-01-29,124.6158676147461
2020-01-30,126.50399017333984
2020-01-31,124.5781021118164
2020-02-03,124.72915649414062
2020-02-04,125.74873352050781
2020-02-05,125.7864990234375
2020-02-06,124.35153198242188
2020-02-07,123.93614959716797
2020-02-10,123.3319320678711
2020-02-11,125.86201477050781
2020-02-12,134.13197326660156
2020-02-13,131.9040069580078
2020-02-14,130.80889892578125
2020-02-17,126.99488067626953
2020-02-18,126.61725616455078
2020-02-19,127.1081771850586
2020-02-20,129.07180786132812
2020-02-24,128.84524536132812
2020-02-25,125.6731948852539
2020-02-26,126.54174041748047
2020-02-27,127.52357482910156
2020-02-28,122.6522216796875
2020-03-02,121.63265228271484
2020-03-03,124.50257873535156
2020-03-04,121.06620788574219
2020-03-05,120.12213897705078
2020-03-06,118.3473129272461
2020-03-09,107.84937286376953
2020-03-11,108.37803649902344
2020-03-12,91.64929962158203
2020-03-13,89.83670806884766
2020-03-16,87.38216400146484
2020-03-17,85.15416717529297
2020-03-18,83.30382537841797
2020-03-19,66.95270538330078
2020-03-20,70.20026397705078
2020-03-23,64.8380126953125
2020-03-24,63.10094451904297
2020-03-25,63.214229583740234
2020-03-26,66.72612762451172
2020-03-27,70.238037109375
2020-03-30,69.78488159179688
2020-03-31,71.86181640625
2020-04-01,70.8044662475586
2020-04-03,70.99327850341797
2020-04-07,71.40866088867188
2020-04-08,74.95832824707031
2020-04-09,76.20449829101562
2020-04-13,75.03385925292969
2020-04-15,76.4310531616211
2020-04-16,78.50798797607422
2020-04-17,79.26323699951172
2020-04-20,77.60169219970703
2020-04-21,76.58211517333984
2020-04-22,76.77092742919922
2020-04-23,79.11219787597656
2020-04-24,78.73456573486328
2020-04-27,78.39471435546875
2020-04-28,75.94015502929688
2020-04-29,74.27861022949219
2020-04-30,74.5807113647461
2020-05-04,74.08979797363281
2020-05-05,72.91915893554688
2020-05-06,71.78630065917969
2020-05-07,74.5807113647461
2020-05-08,72.73035430908203
2020-05-11,73.48560333251953
2020-05-12,71.67301177978516
2020-05-13,71.89958190917969
2020-05-14,70.38907623291016
2020-05-15,70.16250610351562
2020-05-18,68.08557891845703
2020-05-19,65.32892608642578
2020-05-20,64.082763671875
2020-05-21,63.10094451904297
2020-05-22,68.23662567138672
2020-05-26,68.50096130371094
2020-05-27,67.93453216552734
2020-05-28,67.89676666259766
2020-05-29,67.7834701538086
2020-06-01,68.57649230957031
2020-06-02,73.18348693847656
2020-06-03,75.44924926757812
2020-06-04,75.1849136352539
2020-06-05,76.24224090576172
2020-06-08,77.14854431152344
2020-06-09,76.3177719116211
2020-06-10,77.03526306152344
2020-06-11,77.18630981445312
2020-06-12,75.86461639404297
2020-06-15,76.3177719116211
2020-06-16,86.9667739868164
2020-06-17,92.1024398803711
2020-06-18,93.1220474243164
2020-06-19,90.47867584228516
2020-06-22,92.32902526855469
2020-06-23,94.67029571533203
2020-06-24,91.38496398925781
2020-06-25,94.63253021240234
2020-06-26,94.8591079711914
2020-06-29,92.51783752441406
2020-06-30,93.53742980957031
2020-07-01,92.1024398803711
2020-07-02,91.64929962158203
2020-07-03,91.72482299804688
2020-07-06,90.81853485107422
2020-07-07,90.62972259521484
2020-07-08,93.0465087890625
2020-07-09,92.9332275390625
2020-07-10,93.00875091552734
2020-07-13,93.08427429199219
2020-07-14,91.49825286865234
2020-07-15,99.4283447265625
2020-07-16,96.74723052978516
2020-07-17,96.02974700927734
2020-07-20,95.95421600341797
2020-07-21,96.74723052978516
2020-07-22,95.91645050048828
2020-07-23,101.12764739990234
2020-07-24,97.61576080322266
2020-07-27,97.04932403564453
2020-07-28,102.94026184082031
2020-07-29,99.05072784423828
2020-07-30,98.74864196777344
2020-07-31,99.84373474121094
2020-08-03,96.29407501220703
2020-08-04,96.5206527709961
2020-08-05,96.21855926513672
2020-08-06,98.52205657958984
2020-08-07,96.89827728271484
2020-08-10,100.2591323852539
2020-08-11,102.60040283203125
2020-08-12,104.14865112304688
2020-08-13,101.694091796875
2020-08-14,99.08848571777344
2020-08-17,98.37100219726562
2020-08-18,98.673095703125
2020-08-19,100.90108489990234
2020-08-20,105.84796142578125
2020-08-21,105.62139892578125
2020-08-24,107.3207015991211
2020-08-25,105.2437744140625
2020-08-26,108.86894989013672
2020-08-27,108.30250549316406
2020-08-28,106.90531158447266
2020-08-31,98.44654083251953
2020-09-01,96.25631713867188
2020-09-02,97.5780029296875
2020-09-03,99.88150787353516
2020-09-04,96.86051177978516
2020-09-07,94.63253021240234
2020-09-08,93.6884765625
2020-09-09,91.8381118774414
2020-09-10,90.93182373046875
2020-09-11,91.8381118774414
2020-09-14,100.0703125
2020-09-15,99.69269561767578
2020-09-16,100.56121826171875
2020-09-17,103.20458984375
2020-09-18,110.00181579589844
2020-09-21,101.01437377929688
2020-09-22,102.97802734375
2020-09-23,103.01578521728516
2020-09-24,100.44793701171875
2020-09-25,101.27871704101562
2020-09-28,102.37382507324219
2020-09-29,105.1304702758789
2020-09-30,100.10808563232422
2020-10-01,101.01437377929688
2020-10-05,99.80596923828125
2020-10-06,100.22136688232422
2020-10-07,103.77102661132812
2020-10-08,103.31787872314453
2020-10-09,104.14865112304688
2020-10-12,102.86473083496094
2020-10-13,101.27871704101562
2020-10-14,100.37240600585938
2020-10-15,98.1444320678711
2020-10-16,100.63674926757812
2020-10-19,103.80878448486328
2020-10-20,103.6577377319336
2020-10-21,104.07313537597656
2020-10-22,102.52487182617188
2020-10-23,106.0367660522461
2020-10-26,105.2437744140625
2020-10-27,107.35844421386719
2020-10-28,103.80878448486328
2020-10-29,104.14865112304688
2020-10-30,101.42976379394531
2020-11-02,101.80738830566406
2020-11-03,102.37382507324219
2020-11-04,100.37240600585938
2020-11-05,101.12764739990234
2020-11-06,102.37382507324219
2020-11-09,102.71368408203125
2020-11-10,101.92066192626953
2020-11-11,106.22557830810547
2020-11-12,117.478759765625
2020-11-13,122.08578491210938
2020-11-14,120.159912109375
2020-11-17,124.35153198242188
2020-11-18,129.7515411376953
2020-11-19,130.12916564941406
2020-11-20,128.6564483642578
2020-11-23,125.59768676757812
2020-11-24,129.6005096435547
2020-11-25,123.97390747070312
2020-11-26,123.36970520019531
2020-11-27,126.46621704101562
2020-12-01,130.09140014648438
2020-12-02,127.4858169555664
2020-12-03,127.25923156738281
2020-12-04,125.63545227050781
2020-12-07,127.22146606445312
2020-12-08,124.5781021118164
2020-12-09,124.42704772949219
2020-12-10,121.67040252685547
2020-12-11,122.3501205444336
2020-12-14,122.12355041503906
2020-12-15,127.59909057617188
2020-12-16,128.01446533203125
2020-12-17,125.93753814697266
2020-12-18,127.22146606445312
2020-12-21,120.87738800048828
2020-12-22,124.5781021118164
2020-12-23,128.0900115966797
2020-12-24,124.99348449707031
2020-12-28,125.06902313232422
2020-12-29,124.31377410888672
2020-12-30,126.16411590576172
2020-12-31,125.2578353881836
2021-01-01,126.3529281616211
2021-01-04,127.14593505859375
2021-01-05,128.05224609375
2021-01-06,126.3529281616211
2021-01-07,125.71096801757812
2021-01-08,125.71096801757812
2021-01-11,124.99348449707031
2021-01-12,123.55852508544922
2021-01-13,123.52075958251953
2021-01-14,122.80327606201172
2021-01-15,122.76551055908203
2021-01-18,120.68858337402344
2021-01-19,121.33053588867188
2021-01-20,120.04661560058594
2021-01-21,122.2368392944336
2021-01-22,121.33053588867188
2021-01-25,116.7990493774414
2021-01-27,117.5920639038086
2021-01-28,117.32772827148438
2021-01-29,119.66898345947266
2021-02-01,116.49695587158203
2021-02-02,116.53471374511719
2021-02-03,115.81723022460938
2021-02-04,115.62842559814453
2021-02-05,114.60883331298828
2021-02-08,119.2158432006836
2021-02-09,116.76128387451172
2021-02-10,112.68294525146484
2021-02-11,112.19204711914062
2021-02-12,112.53191375732422
2021-02-15,113.5514907836914
2021-02-16,112.3053207397461
2021-02-17,113.62699890136719
2021-02-18,113.51371765136719
2021-02-19,113.62699890136719
2021-02-22,110.34168243408203
2021-02-23,112.94728088378906
2021-02-24,114.08016204833984
2021-02-25,112.7962417602539
2021-02-26,108.18922424316406
2021-03-01,108.26475524902344
2021-03-02,108.94447326660156
2021-03-03,108.90670776367188
2021-03-04,107.50950622558594
2021-03-05,107.6605453491211
2021-03-08,106.5276870727539
2021-03-09,107.58502960205078
2021-03-10,107.58502960205078
2021-03-12,107.24516296386719
2021-03-15,105.88572692871094
2021-03-16,105.62139892578125
2021-03-17,103.69549560546875
2021-03-18,105.62139892578125
2021-03-19,105.88572692871094
2021-03-22,108.30250549316406
2021-03-23,103.6577377319336
2021-03-24,104.4129867553711
2021-03-25,101.95843505859375
2021-03-26,100.5989761352539
2021-03-30,103.31787872314453
2021-03-31,103.80878448486328
2021-04-01,104.63955688476562
2021-04-05,103.46893310546875
2021-04-06,104.22416687011719
2021-04-07,101.99620819091797
2021-04-08,102.7892074584961
2021-04-09,112.07874298095703
2021-04-12,107.96266174316406
2021-04-13,106.98081970214844
2021-04-15,106.30110168457031
2021-04-16,109.88853454589844
2021-04-19,111.13468170166016
2021-04-20,110.98363494873047
2021-04-22,113.43819427490234
2021-04-23,111.70112609863281
2021-04-26,109.88853454589844
2021-04-27,112.90953063964844
2021-04-28,111.96546936035156
2021-04-29,109.81300354003906
2021-04-30,108.03817749023438
2021-05-03,110.15287780761719
2021-05-04,107.96266174316406
2021-05-05,115.13750457763672
2021-05-06,115.0619888305664
2021-05-07,111.7388916015625
2021-05-10,117.93191528320312
2021-05-11,120.31095886230469
2021-05-12,117.66758728027344
2021-05-14,116.0438003540039
2021-05-17,115.89276123046875
2021-05-18,116.23260498046875
2021-05-19,115.89276123046875
2021-05-20,112.11651611328125
2021-05-21,112.380859375
2021-05-24,112.19204711914062
2021-05-25,112.380859375
2021-05-26,110.90812683105469
2021-05-27,112.87176513671875
2021-05-28,111.43679809570312
2021-05-31,110.83259582519531
2021-06-01,108.90670776367188
2021-06-02,109.85076141357422
2021-06-03,110.71930694580078
2021-06-04,113.51371765136719
2021-06-07,114.08016204833984
2021-06-08,112.87176513671875
2021-06-09,111.7388916015625
2021-06-10,118.1962661743164
2021-06-11,122.57669067382812
2021-06-14,122.3501205444336
2021-06-15,119.1780776977539
2021-06-16,117.62982177734375
2021-06-17,116.08155822753906
2021-06-18,121.21725463867188
2021-06-21,119.85779571533203
2021-06-22,119.3291244506836
2021-06-23,115.81723022460938
2021-06-24,119.36688995361328
2021-06-25,118.72493743896484
2021-06-28,117.62982177734375
2021-06-29,117.28996276855469
2021-06-30,116.34589385986328
2021-07-01,117.10114288330078
2021-07-02,116.83680725097656
2021-07-05,117.02562713623047
2021-07-06,116.34589385986328
2021-07-07,114.4200210571289
2021-07-08,114.87317657470703
2021-07-09,116.11932373046875
2021-07-12,125.22006225585938
2021-07-13,125.52215576171875
2021-07-14,123.7095718383789
2021-07-15,122.27459716796875
2021-07-16,120.42423248291016
2021-07-19,120.57528686523438
2021-07-20,120.613037109375
2021-07-22,121.14170837402344
2021-07-23,120.68858337402344
2021-07-26,120.9529037475586
2021-07-27,120.04661560058594
2021-07-28,118.57388305664062
2021-07-29,119.5179443359375
2021-07-30,123.407470703125
2021-08-02,122.2368392944336
2021-08-03,123.407470703125
2021-08-04,123.78508758544922
2021-08-05,121.59487915039062
2021-08-06,124.95572662353516
2021-08-09,120.31095886230469
2021-08-10,117.81864166259766
2021-08-11,118.46060180664062
2021-08-12,124.08719635009766
2021-08-13,122.72773742675781
2021-08-16,123.44523620605469
2021-08-17,133.26344299316406
2021-08-18,143.27047729492188
2021-08-20,142.06207275390625
2021-08-23,145.2718963623047
2021-08-24,141.38235473632812
2021-08-25,148.4061737060547
2021-08-26,146.7068634033203
2021-08-27,147.46209716796875
2021-08-30,162.416015625
2021-08-31,161.7740478515625
2021-09-01,170.98806762695312
2021-09-02,169.1376953125
2021-09-03,172.4230499267578
2021-09-06,170.79925537109375
2021-09-07,165.05938720703125
2021-09-08,165.96568298339844
2021-09-09,171.6300506591797
2021-09-13,173.216064453125
2021-09-14,176.61468505859375
2021-09-15,174.34893798828125
2021-09-16,171.6300506591797
2021-09-17,163.3978271484375
2021-09-20,161.6985321044922
2021-09-21,164.45516967773438
2021-09-22,157.997802734375
2021-09-23,158.56423950195312
2021-09-24,161.2075958251953
2021-09-27,159.9237060546875
2021-09-28,160.8677520751953
2021-09-29,159.01739501953125
2021-09-30,156.75164794921875
2021-10-01,159.9992218017578
2021-10-04,158.94187927246094
2021-10-05,160.37684631347656
2021-10-06,157.05374145507812
2021-10-07,159.84817504882812
2021-10-08,160.71670532226562
2021-10-11,160.64117431640625
2021-10-12,159.62159729003906
2021-10-13,158.1488494873047
2021-10-14,157.05374145507812
2021-10-18,153.80618286132812
2021-10-19,148.708251953125
2021-10-20,142.55299377441406
2021-10-21,147.42433166503906
2021-10-22,146.0648956298828
2021-10-25,139.8341064453125
2021-10-26,141.49566650390625
2021-10-27,142.47744750976562
2021-10-28,138.7012176513672
2021-10-29,141.83551025390625
2021-11-01,139.00332641601562
2021-11-02,142.09983825683594
2021-11-03,140.4383087158203
2021-11-04,146.32923889160156
2021-11-08,145.007568359375
2021-11-09,146.89566040039062
2021-11-10,155.09011840820312
2021-11-11,153.65513610839844
2021-11-12,157.01597595214844
2021-11-15,156.63836669921875
2021-11-16,151.23834228515625
2021-11-17,152.18240356445312
2021-11-18,148.33062744140625
2021-11-22,144.85650634765625
2021-11-23,152.5222625732422
2021-11-24,149.91665649414062
2021-11-25,156.4873046875
2021-11-26,155.1278839111328
2021-11-29,145.19635009765625
2021-11-30,145.007568359375
2021-12-01,144.5921630859375
2021-12-02,146.2159423828125
2021-12-03,146.5935821533203
2021-12-06,145.34739685058594
2021-12-07,144.4788818359375
2021-12-08,145.5362091064453
2021-12-09,145.83831787109375
2021-12-10,146.74461364746094
